dataset,target_model,auto_encoder_weighting,auto_encoder_sampling,auto_encoder,instance_no,noise_std,kernel_width,jaccard_values,score,mse,predict_label,label
boston,NN,TRUE,TRUE,VAE,72,0.5,0,,0.991,0.001,[0.12067704],0.128888889
boston,NN,TRUE,TRUE,VAE,72,0.6,0,,0.989,0.002,[0.12067704],0.128888889
boston,NN,TRUE,TRUE,VAE,72,0.7,0,,0.993,0.02,[0.12067704],0.128888889
boston,NN,TRUE,TRUE,VAE,72,0.8,0,,0.992,0.002,[0.12067704],0.128888889
boston,NN,TRUE,TRUE,VAE,72,0.9,0,,0.991,0.005,[0.12067704],0.128888889
boston,NN,TRUE,TRUE,VAE,72,1,0,,0.991,0.003,[0.12067704],0.128888889
boston,NN,TRUE,TRUE,VAE,73,0.01,0,,0.123,0.028,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.05,0,,0.849,0.027,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.1,0,,0.979,0.027,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.2,0,,0.998,0.029,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.3,0,,0.999,0.03,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.4,0,,0.993,0.027,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.5,0,,0.992,0.032,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.6,0,,0.99,0.034,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.7,0,,0.989,0.018,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.8,0,,0.989,0.015,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,0.9,0,,0.99,0.016,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,73,1,0,,0.99,0.035,[0.30693358],0.346666667
boston,NN,TRUE,TRUE,VAE,74,0.01,0,,0.965,0.001,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.05,0,,0.836,0.002,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.1,0,,0.927,0.002,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.2,0,,0.451,0.002,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.3,0,,0.846,0.001,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.4,0,,0.925,0.001,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.5,0,,0.955,0.003,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.6,0,,0.968,0.001,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.7,0,,0.972,0.003,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.8,0,,0.979,0.022,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,0.9,0,,0.979,0.002,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,74,1,0,,0.985,0.001,[0.43690205],0.351111111
boston,NN,TRUE,TRUE,VAE,75,0.01,0,,0.097,0.034,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.05,0,,0.8,0.034,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.1,0,,0.974,0.035,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.2,0,,0.994,0.042,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.3,0,,0.993,0.032,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.4,0,,0.993,0.053,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.5,0,,0.988,0.044,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.6,0,,0.993,0.038,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.7,0,,0.991,0.033,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.8,0,,0.991,0.05,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,0.9,0,,0.991,0.032,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,75,1,0,,0.991,0.036,[-0.08176961],0
boston,NN,TRUE,TRUE,VAE,76,0.01,0,,0.966,0,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.05,0,,0.972,0,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.1,0,,0.942,0,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.2,0,,0.942,0,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.3,0,,0.937,0.001,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.4,0,,0.939,0.001,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.5,0,,0.952,0,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.6,0,,0.968,0.001,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.7,0,,0.974,0.007,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.8,0,,0.977,0,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,0.9,0,,0.982,0.003,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,76,1,0,,0.985,0.001,[0.34547007],0.335555556
boston,NN,TRUE,TRUE,VAE,77,0.01,0,,0.1,0.1,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.05,0,,0.803,0.099,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.1,0,,0.97,0.099,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.2,0,,0.997,0.103,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.3,0,,0.999,0.093,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.4,0,,0.996,0.094,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.5,0,,0.992,0.1,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.6,0,,0.991,0.096,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.7,0,,0.99,0.116,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.8,0,,0.99,0.154,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,0.9,0,,0.988,0.096,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,77,1,0,,0.989,0.2,[0.99217325],0.966666667
boston,NN,TRUE,TRUE,VAE,78,0.01,0,,0.543,0.002,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.05,0,,0.992,0.002,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.1,0,,0.995,0.003,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.2,0,,0.993,0.001,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.3,0,,0.987,0.002,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.4,0,,0.99,0.005,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.5,0,,0.988,0.002,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.6,0,,0.991,0.002,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.7,0,,0.991,0,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.8,0,,0.99,0.023,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,0.9,0,,0.99,0.005,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,78,1,0,,0.989,0.001,[0.14088228],0.131111111
boston,NN,TRUE,TRUE,VAE,79,0.01,0,,0.963,0.035,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.05,0,,0.847,0.034,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.1,0,,0.886,0.033,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.2,0,,0.953,0.034,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.3,0,,0.974,0.03,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.4,0,,0.981,0.052,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.5,0,,0.985,0.027,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.6,0,,0.988,0.048,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.7,0,,0.987,0.031,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.8,0,,0.985,0.05,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,0.9,0,,0.987,0.021,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,79,1,0,,0.987,0.019,[-0.0041094273],0.044444444
boston,NN,TRUE,TRUE,VAE,8,0.01,0,,0.004,0.013,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.05,0,,0.577,0.014,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.1,0,,0.784,0.012,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.2,0,,0.946,0.013,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.3,0,,0.973,0.016,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.4,0,,0.979,0.02,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.5,0,,0.984,0.021,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.6,0,,0.988,0.002,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.7,0,,0.986,0.009,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.8,0,,0.986,0.026,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,0.9,0,,0.984,0.005,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,8,1,0,,0.987,0.002,[0.42131275],0.324444444
boston,NN,TRUE,TRUE,VAE,80,0.01,0,,0.815,0.005,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.05,0,,0.997,0.006,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.1,0,,0.998,0.007,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.2,0,,0.986,0.009,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.3,0,,0.984,0,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.4,0,,0.982,0.003,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.5,0,,0.983,0.01,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.6,0,,0.984,0.002,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.7,0,,0.985,0.006,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.8,0,,0.986,0.011,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,0.9,0,,0.986,0.006,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,80,1,0,,0.987,0,[0.35127077],0.353333333
boston,NN,TRUE,TRUE,VAE,81,0.01,0,,0.364,0.001,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.05,0,,0.978,0.001,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.1,0,,0.996,0.001,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.2,0,,0.996,0.001,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.3,0,,0.989,0.001,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.4,0,,0.99,0.001,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.5,0,,0.989,0.001,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.6,0,,0.992,0.01,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.7,0,,0.992,0.016,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.8,0,,0.991,0,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,0.9,0,,0.991,0.003,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,81,1,0,,0.99,0.004,[0.15123123],0.271111111
boston,NN,TRUE,TRUE,VAE,82,0.01,0,,0.117,0.023,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.05,0,,0.836,0.023,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.1,0,,0.975,0.024,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.2,0,,0.998,0.025,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.3,0,,0.999,0.024,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.4,0,,0.994,0.019,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.5,0,,0.992,0.027,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.6,0,,0.991,0.028,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.7,0,,0.99,0.025,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.8,0,,0.989,0.026,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,0.9,0,,0.989,0,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,82,1,0,,0.99,0.025,[0.32659405],0.353333333
boston,NN,TRUE,TRUE,VAE,83,0.01,0,,0.364,0.001,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.05,0,,0.978,0.001,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.1,0,,0.995,0.001,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.2,0,,0.996,0.002,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.3,0,,0.991,0.001,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.4,0,,0.99,0,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.5,0,,0.988,0,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.6,0,,0.991,0.017,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.7,0,,0.991,0,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.8,0,,0.992,0,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,0.9,0,,0.991,0,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,83,1,0,,0.991,0,[0.16356985],0.104444444
boston,NN,TRUE,TRUE,VAE,84,0.01,0,,0.932,0.003,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.05,0,,0.929,0.003,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.1,0,,0.943,0.002,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.2,0,,0.926,0.003,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.3,0,,0.93,0.002,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.4,0,,0.934,0.009,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.5,0,,0.918,0.002,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.6,0,,0.967,0.004,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.7,0,,0.975,0.002,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.8,0,,0.979,0.001,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,0.9,0,,0.982,0.001,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,84,1,0,,0.982,0.003,[0.44188157],0.32
boston,NN,TRUE,TRUE,VAE,85,0.01,0,,0.953,0.005,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.05,0,,0.868,0.005,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.1,0,,0.897,0.005,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.2,0,,0.896,0.005,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.3,0,,0.861,0.007,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.4,0,,0.922,0,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.5,0,,0.952,0.02,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.6,0,,0.966,0.02,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.7,0,,0.972,0.007,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.8,0,,0.975,0.008,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,0.9,0,,0.982,0.043,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,85,1,0,,0.983,0.009,[0.48229972],0.533333333
boston,NN,TRUE,TRUE,VAE,86,0.01,0,,0.585,0,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.05,0,,0.993,0,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.1,0,,0.995,0,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.2,0,,0.99,0,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.3,0,,0.988,0.002,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.4,0,,0.989,0,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.5,0,,0.988,0.001,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.6,0,,0.991,0,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.7,0,,0.991,0.003,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.8,0,,0.991,0.001,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,0.9,0,,0.991,0.002,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,86,1,0,,0.989,0,[0.22724932],0.253333333
boston,NN,TRUE,TRUE,VAE,87,0.01,0,,0.967,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.05,0,,0.831,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.1,0,,0.479,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.2,0,,0.818,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.3,0,,0.934,0.009,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.4,0,,0.954,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.5,0,,0.964,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.6,0,,0.973,0.002,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.7,0,,0.978,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.8,0,,0.954,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,0.9,0,,0.983,0.005,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,87,1,0,,0.983,0,[0.3486018],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.01,0,,0.942,0,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.05,0,,0.857,0,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.1,0,,0.909,0,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.2,0,,0.943,0,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.3,0,,0.959,0.002,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.4,0,,0.968,0,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.5,0,,0.975,0,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.6,0,,0.979,0.001,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.7,0,,0.982,0.003,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.8,0,,0.984,0.001,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,0.9,0,,0.984,0.009,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,88,1,0,,0.976,0,[0.3802977],0.444444444
boston,NN,TRUE,TRUE,VAE,89,0.01,0,,0.872,0,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.05,0,,0.862,0,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.1,0,,0.931,0,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.2,0,,0.941,0,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.3,0,,0.954,0,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.4,0,,0.968,0.001,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.5,0,,0.972,0.005,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.6,0,,0.975,0.001,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.7,0,,0.978,0.002,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.8,0,,0.982,0.013,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,0.9,0,,0.984,0.002,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,89,1,0,,0.985,0.012,[0.32599705],0.268888889
boston,NN,TRUE,TRUE,VAE,9,0.01,0,,0.964,0.002,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.05,0,,0.981,0.001,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.1,0,,0.946,0.001,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.2,0,,0.925,0.002,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.3,0,,0.936,0,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.4,0,,0.946,0.003,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.5,0,,0.959,0.001,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.6,0,,0.961,0.003,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.7,0,,0.976,0.006,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.8,0,,0.98,0,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,0.9,0,,0.981,0,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,9,1,0,,0.985,0.007,[0.28479746],0.262222222
boston,NN,TRUE,TRUE,VAE,90,0.01,0,,0.973,0.001,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.05,0,,0.985,0.001,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.1,0,,0.788,0.001,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.2,0,,0.553,0.001,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.3,0,,0.894,0,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.4,0,,0.947,0.004,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.5,0,,0.905,0.001,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.6,0,,0.972,0,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.7,0,,0.975,0.003,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.8,0,,0.98,0.008,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,0.9,0,,0.962,0.001,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,90,1,0,,0.984,0.008,[0.4211918],0.404444444
boston,NN,TRUE,TRUE,VAE,91,0.01,0,,0.041,0.003,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.05,0,,0.567,0.003,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.1,0,,0.898,0.003,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.2,0,,0.992,0.003,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.3,0,,0.994,0.003,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.4,0,,0.992,0.006,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.5,0,,0.992,0.003,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.6,0,,0.992,0.003,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.7,0,,0.992,0.007,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.8,0,,0.991,0.003,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,0.9,0,,0.991,0.006,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,91,1,0,,0.991,0.031,[0.097636186],0.12
boston,NN,TRUE,TRUE,VAE,92,0.01,0,,0.058,0,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.05,0,,0.791,0,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.1,0,,0.897,0,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.2,0,,0.937,0,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.3,0,,0.953,0,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.4,0,,0.966,0.003,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.5,0,,0.971,0,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.6,0,,0.974,0,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.7,0,,0.979,0.021,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.8,0,,0.981,0.005,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,0.9,0,,0.979,0.002,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,92,1,0,,0.985,0.001,[0.3015949],0.324444444
boston,NN,TRUE,TRUE,VAE,93,0.01,0,,0.932,0.003,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.05,0,,0.938,0.005,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.1,0,,0.943,0.008,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.2,0,,0.96,0.006,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.3,0,,0.964,0.01,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.4,0,,0.969,0.003,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.5,0,,0.977,0.003,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.6,0,,0.98,0.034,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.7,0,,0.983,0,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.8,0,,0.981,0.002,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,0.9,0,,0.976,0.003,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,93,1,0,,0.987,0.002,[0.3032278],0.271111111
boston,NN,TRUE,TRUE,VAE,94,0.01,0,,0.574,0.085,[0.620706],0.5
