,dataset,weighting_fn,epoch_num,latent_size,num_samples,select_percent,instance_no,predict_label,label,r2,mse,element1,element3,process_time,target_model,local_output,Active_latent_dim,L1,L2,RSS,TSS,WRSR,auto_encoder_latent_dim
0,credit_one_hot,VAE,1000,4,5000,100,72,[0],0,0.985,0.003,1,0,66.7,SVM,0.231813017,2,4.206607913,1.148027516,2.52866432,166.3819456,0.564358163,4
0,credit_one_hot,VAE,1000,4,5000,100,73,[1],1,0.943,0.001,1,0,30.5,SVM,0.042612768,0,4.167250733,0.956163819,3.184323811,55.41995402,0.49861962,4
0,credit_one_hot,VAE,1000,4,5000,100,74,[1],0,0.974,0,1,0,61.4,SVM,0.029054884,1,4.435248098,1.055296373,4.605850343,173.9636092,0.54053178,4
0,credit_one_hot,VAE,1000,4,5000,100,75,[1],1,0.98,0.298,1,0,65,SVM,0.102939214,1,4.850251369,1.114653833,6.032402447,304.2624668,0.576126204,4
0,credit_one_hot,VAE,1000,4,5000,100,76,[1],0,0.981,0.076,1,0,87.4,SVM,0.35199053,3,5.537832062,1.257330748,6.044745229,315.9262986,0.57194752,4
0,credit_one_hot,VAE,1000,4,5000,100,77,[0],0,0.972,0.037,1,0,91.1,SVM,0.091823246,2,4.524444568,1.07276232,3.199953273,114.994301,0.550531673,4
0,credit_one_hot,VAE,1000,4,5000,100,78,[0],0,0.978,0.002,1,0,82.1,SVM,0.237688059,1,5.802804885,1.318663784,7.233091445,330.6352182,0.592800881,4
0,credit_one_hot,VAE,1000,4,5000,100,79,[1],1,0.975,0.343,1,0,62.3,SVM,0.053886841,1,4.620205449,1.061211686,6.1966494,247.8543974,0.563749398,4
0,credit_one_hot,VAE,1000,4,5000,100,80,[0],0,0.983,0.063,1,0,58.9,SVM,0.242083853,1,5.185027785,1.237974047,4.520255444,259.9485634,0.569265637,4
0,credit_one_hot,VAE,1000,4,5000,100,81,[0],0,0.984,0.336,1,0,27.5,SVM,0.061496198,2,5.136102334,1.208599511,5.494334663,352.1926618,0.583690269,4
0,credit_one_hot,VAE,1000,4,5000,100,82,[1],1,0.974,0,1,0,51.2,SVM,0.03496477,1,4.404465962,1.040362335,5.43348222,212.156559,0.548997365,4
0,credit_one_hot,VAE,1000,4,5000,100,83,[1],1,0.98,0.292,1,0,169,SVM,0.065379817,1,4.996716294,1.17264935,6.512708921,330.0774661,0.586329763,4
0,credit_one_hot,VAE,1000,4,5000,100,84,[1],1,0.976,0.363,1,0,106.8,SVM,0.029075375,1,4.603128865,1.098722081,5.74589624,238.076811,0.570055945,4
0,credit_one_hot,VAE,1000,4,5000,100,85,[0],0,0.98,0.032,1,0,61.1,SVM,0.089417804,1,5.59608896,1.289088685,7.762419497,385.7250503,0.611831795,4
0,credit_one_hot,VAE,1000,4,5000,100,86,[1],1,0.974,0.213,1,0,105.4,SVM,0.037774544,1,4.720241428,1.080182306,6.170058935,239.4311736,0.557915263,4
0,credit_one_hot,VAE,1000,4,5000,100,87,[0],0,0.985,0.022,1,0,33.1,SVM,0.101507416,2,4.080770988,0.971248264,4.707827427,322.6261737,0.563961601,4
0,credit_one_hot,VAE,1000,4,5000,100,88,[0],1,0.973,0.001,1,0,50.3,SVM,0.257743723,1,4.422964362,1.02005252,8.103708929,297.4258554,0.584739943,4
0,credit_one_hot,VAE,1000,4,5000,100,89,[1],1,0.979,0.182,1,0,176.9,SVM,0.040296283,1,5.096782847,1.164431886,5.853381018,272.5392785,0.570682523,4
0,credit_one_hot,VAE,1000,4,5000,100,90,[1],1,0.973,0.005,1,0,62.9,SVM,0.032585981,1,4.992218571,1.124492673,5.494736975,204.3815474,0.548822945,4
0,credit_one_hot,VAE,1000,4,5000,100,91,[1],1,0.965,0.001,1,0,175.6,SVM,0.037953041,1,4.080880191,0.951827093,4.942033804,139.5734318,0.52751335,4
0,credit_one_hot,VAE,1000,4,5000,100,92,[1],0,0.978,0.118,1,0,133.7,SVM,0.220774194,3,6.189707231,1.42806755,8.805692819,392.3834155,0.598847888,4
0,credit_one_hot,VAE,1000,4,5000,100,93,[1],1,0.98,0.29,1,0,49.6,SVM,0.224491571,2,5.243494986,1.183497566,5.876928772,297.7286778,0.567299757,4
0,credit_one_hot,VAE,1000,4,5000,100,94,[0],0,0.976,0.001,1,0,19.3,SVM,0.083046368,2,4.020744331,1.026284263,2.959579717,122.7481995,0.546410342,4
0,credit_one_hot,VAE,1000,4,5000,100,95,[1],1,0.975,0.001,1,0,113.4,SVM,0.023413594,1,4.724803768,1.083604236,6.2678621,251.6411296,0.560635917,4
0,credit_one_hot,VAE,1000,4,5000,100,96,[1],1,0.983,0.134,1,0,121.3,SVM,0.389185116,2,4.312767066,1.04396839,4.0928915,243.2854109,0.561638018,4
0,credit_one_hot,VAE,1000,4,5000,100,97,[0],0,0.975,0.258,1,0,66.5,SVM,0.209818247,1,4.476153279,1.053329111,4.981451197,201.1399897,0.552402248,4
0,credit_one_hot,VAE,1000,4,5000,100,98,[0],1,0.981,0.071,1,0,83.7,SVM,0.189742192,1,4.735806024,1.100638075,6.594256392,347.8043834,0.574306459,4
0,credit_one_hot,VAE,1000,4,5000,100,99,[1],1,0.978,0.005,1,0,57.1,SVM,0.068527675,1,4.928125218,1.132239857,6.920343428,311.9215561,0.580521217,4
0,credit_one_hot,VAE,1000,6,5000,100,0,[0],1,0.962,0.299,1,0,32.3,NN,0.2653237,1,5.566732696,1.338854068,9.346517667,244.8820476,0.473773434,6
0,credit_one_hot,VAE,1000,6,5000,100,1,[1],1,0.966,0.02,1,0,27.7,NN,0.241856158,1,6.168642225,1.471365545,9.480668063,275.1453696,0.475027514,6
0,credit_one_hot,VAE,1000,6,5000,100,2,[0],0,0.933,0,1,0,51.3,NN,0.001779962,2,5.977852447,1.430620459,4.236719956,62.94114906,0.42336817,6
0,credit_one_hot,VAE,1000,6,5000,100,3,[1],1,0.949,0,1,0,47.3,NN,0.011002839,1,5.871845904,1.29335146,10.57201001,207.6498299,0.450982289,6
0,credit_one_hot,VAE,1000,6,5000,100,4,[1],1,0.958,0.161,1,0,54.9,NN,0.101910233,1,6.749069293,1.540686945,11.43404058,275.0908246,0.467145694,6
0,credit_one_hot,VAE,1000,6,5000,100,5,[1],1,0.956,0.002,1,0,46.4,NN,0.02457422,1,5.13712331,1.224327432,6.72903519,152.123897,0.446718921,6
0,credit_one_hot,VAE,1000,6,5000,100,6,[1],1,0.957,0.107,1,0,48.9,NN,0.031725049,1,7.036358458,1.814569454,13.91693364,322.5128518,0.487403775,6
0,credit_one_hot,VAE,1000,6,5000,100,7,[0],0,0.969,0.083,1,0,47.6,NN,0.000850649,2,6.379360732,1.592213062,10.62793396,339.0070687,0.483689713,6
0,credit_one_hot,VAE,1000,6,5000,100,8,[0],1,0.962,0.291,1,0,37.6,NN,0.17468676,1,5.846566859,1.397001313,9.343507546,245.506923,0.467930885,6
0,credit_one_hot,VAE,1000,6,5000,100,9,[1],1,0.948,0.382,1,0,80.2,NN,0.010981023,1,4.855533574,1.175433076,5.189657409,98.92720925,0.425743486,6
0,credit_one_hot,VAE,1000,6,5000,100,10,[0],0,0.961,0.002,1,0,83.1,NN,0.062642902,3,6.929587922,1.621603958,9.998645568,258.4361972,0.478685829,6
0,credit_one_hot,VAE,1000,6,5000,100,11,[0],1,0.949,0.045,1,0,107.4,NN,0.470934898,1,4.306973414,1.086325879,5.320771331,103.8283496,0.413197928,6
0,credit_one_hot,VAE,1000,6,5000,100,12,[1],1,0.958,0.046,1,0,70.2,NN,0.00905025,1,4.360367871,1.061341495,6.401299919,151.2097109,0.431266942,6
0,credit_one_hot,VAE,1000,6,5000,100,13,[0],0,0.966,0,1,0,363.9,NN,0.013887607,2,6.831434149,1.823299296,11.27421152,327.5032634,0.505656712,6
0,credit_one_hot,VAE,1000,6,5000,100,14,[1],1,0.943,0.02,1,0,101.3,NN,0.001570642,1,3.989227052,1.047576418,4.886987194,85.5680072,0.408259612,6
0,credit_one_hot,VAE,1000,6,5000,100,15,[0],0,0.959,0.018,1,0,109.5,NN,0.211553276,2,7.116665166,1.751903949,10.42337628,254.8297892,0.483197582,6
0,credit_one_hot,VAE,1000,6,5000,100,16,[0],0,0.968,0.602,1,0,99.7,NN,0.067375101,2,7.63635999,1.863987869,10.95571854,345.3540996,0.476779289,6
0,credit_one_hot,VAE,1000,6,5000,100,17,[1],1,0.947,0.004,1,0,91.4,NN,0.013599932,1,4.492734558,1.11085805,4.953213137,92.67240899,0.424555562,6
0,credit_one_hot,VAE,1000,6,5000,100,18,[0],1,0.978,0.051,1,0,115,NN,0.308647394,2,5.283654313,1.606850672,5.489494065,251.8703957,0.471942521,6
0,credit_one_hot,VAE,1000,6,5000,100,19,[1],1,0.94,0,1,0,98.3,NN,0.009698927,1,3.864440884,1.025069377,4.646241941,77.65359038,0.400112594,6
0,credit_one_hot,VAE,1000,6,5000,100,20,[0],0,0.961,0,1,0,82.9,NN,0.029478468,2,6.028890242,1.549127149,7.10711596,180.5259526,0.460646283,6
0,credit_one_hot,VAE,1000,6,5000,100,21,[0],0,0.965,0.34,1,0,82.4,NN,0.134953499,2,7.609521778,1.710349662,12.61658311,359.8877611,0.482197959,6
0,credit_one_hot,VAE,1000,6,5000,100,22,[1],1,0.962,0.466,1,0,58.2,NN,0.093738019,1,5.817120569,1.369870289,10.93268114,289.6085817,0.474947462,6
0,credit_one_hot,VAE,1000,6,5000,100,23,[1],0,0.956,0,1,0,78.3,NN,0.014770448,1,5.473344505,1.271168506,5.408396358,124.1529942,0.440002146,6
0,credit_one_hot,VAE,1000,6,5000,100,24,[0],0,0.962,0.017,1,0,74.4,NN,0.090595655,2,5.684833501,1.388095218,9.805243041,256.4803642,0.467854036,6
0,credit_one_hot,VAE,1000,6,5000,100,25,[0],0,0.965,0.03,1,0,64.8,NN,0.052226201,1,5.587447569,1.250721927,10.32877642,295.0457752,0.468871428,6
0,credit_one_hot,VAE,1000,6,5000,100,26,[1],1,0.95,0.369,1,0,68.8,NN,0.015580118,1,5.319570221,1.334349856,9.436835763,187.0624282,0.454006118,6
0,credit_one_hot,VAE,1000,6,5000,100,27,[1],1,0.963,0.001,1,0,86.4,NN,0.033006489,1,4.886723127,1.107242817,8.071058359,215.4279708,0.43114098,6
0,credit_one_hot,VAE,1000,6,5000,100,28,[1],0,0.957,0,1,0,84.2,NN,0.024359643,1,5.413697902,1.294571375,9.738516123,228.1042158,0.453309255,6
0,credit_one_hot,VAE,1000,6,5000,100,29,[1],1,0.978,0.017,1,0,139.8,NN,0.155402541,2,5.789701879,1.544936699,5.527248751,248.9009771,0.476883202,6
0,credit_one_hot,VAE,1000,6,5000,100,30,[0],0,0.928,0,1,0,136.7,NN,0.006296922,3,5.91582836,1.393771974,3.766450309,52.18224105,0.416460363,6
0,credit_one_hot,VAE,1000,6,5000,100,31,[1],1,0.967,0.002,1,0,119.3,NN,0.064456403,1,5.607092489,1.349762354,9.979077492,298.343753,0.476327397,6
0,credit_one_hot,VAE,1000,6,5000,100,32,[0],0,0.961,0.233,1,0,86.9,NN,0.352748394,1,7.42096171,1.652676308,12.48903704,320.1773015,0.470309482,6
0,credit_one_hot,VAE,1000,6,5000,100,33,[0],0,0.948,0,1,0,175,NN,0.004892985,2,6.657280575,1.553748658,6.137694762,118.1653859,0.426625052,6
0,credit_one_hot,VAE,1000,6,5000,100,34,[1],1,0.954,0,1,0,92.2,NN,0.004331052,1,4.19063565,1.046939539,7.250432982,158.2361211,0.429488635,6
0,credit_one_hot,VAE,1000,6,5000,100,35,[0],0,0.967,0.038,1,0,146.8,NN,0.16303876,1,5.73474273,1.339255443,10.62257913,321.0051327,0.46936856,6
0,credit_one_hot,VAE,1000,6,5000,100,36,[0],0,0.959,0.031,1,0,181.1,NN,0.180641517,2,7.405815509,1.744057262,9.866048374,238.3174521,0.478361248,6
0,credit_one_hot,VAE,1000,6,5000,100,37,[1],1,0.964,0.003,1,0,112.3,NN,0.114300787,1,5.776999619,1.346701937,9.749333331,267.1306715,0.46944263,6
0,credit_one_hot,VAE,1000,6,5000,100,38,[1],1,0.956,0.143,1,0,110.5,NN,0.004033148,1,4.674858762,1.130262429,8.044373665,181.7634985,0.442265135,6
0,credit_one_hot,VAE,1000,6,5000,100,39,[1],1,0.962,0.004,1,0,95.3,NN,0.009996533,1,6.039416949,1.317697592,10.04089557,262.5683141,0.444441457,6
0,credit_one_hot,VAE,1000,6,5000,100,40,[1],1,0.956,0.016,1,0,138.1,NN,0.011190891,1,4.798679189,1.169690319,8.246637919,188.925575,0.447135769,6
0,credit_one_hot,VAE,1000,6,5000,100,41,[1],1,0.959,0,1,0,104.9,NN,0.014983714,1,5.638517391,1.323107772,8.505392572,205.9975053,0.470406045,6
0,credit_one_hot,VAE,1000,6,5000,100,42,[0],0,0.963,0.001,1,0,80.3,NN,0.453870803,2,5.728269944,1.529754302,10.59865301,283.716038,0.484962644,6
0,credit_one_hot,VAE,1000,6,5000,100,43,[1],1,0.953,0,1,0,140.6,NN,0.008185744,1,4.22488169,1.02606765,7.624175352,160.7695419,0.425829137,6
0,credit_one_hot,VAE,1000,6,5000,100,44,[0],0,0.954,0.02,1,0,115.9,NN,0.431828827,1,7.561446354,1.658666987,14.2138642,309.8852591,0.476091565,6
0,credit_one_hot,VAE,1000,6,5000,100,45,[0],0,0.959,0.051,1,0,77,NN,0.249487489,2,5.611483582,1.411926947,11.61249299,284.6772566,0.477124413,6
0,credit_one_hot,VAE,1000,6,5000,100,46,[1],1,0.961,0.029,1,0,111.3,NN,0.002186716,1,4.679998956,1.127344525,7.668508535,195.6281035,0.441815801,6
0,credit_one_hot,VAE,1000,6,5000,100,47,[1],1,0.955,0.042,1,0,101.7,NN,0.430279076,1,6.664016807,1.484277899,12.05050207,268.5584053,0.462122567,6
0,credit_one_hot,VAE,1000,6,5000,100,48,[1],1,0.948,0,1,0,24.8,NN,0.033499539,1,4.367652878,1.117610336,6.448828494,125.0673258,0.424116262,6
0,credit_one_hot,VAE,1000,6,5000,100,49,[0],0,0.963,0.384,1,0,83.2,NN,0.034358751,1,6.114478155,1.461121679,10.38266224,278.509296,0.471048213,6
0,credit_one_hot,VAE,1000,6,5000,100,50,[1],0,0.948,0.048,1,0,83.2,NN,0.292438626,1,5.727374402,1.373636196,11.09591963,211.5586851,0.467601285,6
0,credit_one_hot,VAE,1000,6,5000,100,51,[1],1,0.962,0.057,1,0,76.1,NN,0.081294954,1,5.389527721,1.400453793,7.530237688,200.4984935,0.453202235,6
0,credit_one_hot,VAE,1000,6,5000,100,52,[0],0,0.958,0.067,1,0,98.6,NN,4.9844E-11,1,5.098945811,1.287132065,3.646935208,86.3375274,0.402159531,6
0,credit_one_hot,VAE,1000,6,5000,100,53,[1],1,0.968,0.26,1,0,124.6,NN,0.007961631,1,5.80181558,1.440653392,10.91983758,341.0662728,0.486387415,6
0,credit_one_hot,VAE,1000,6,5000,100,54,[1],1,0.95,0.083,1,0,119.5,NN,0.002487123,2,6.853978009,1.639621535,13.87114698,277.2151896,0.48988027,6
0,credit_one_hot,VAE,1000,6,5000,100,55,[0],0,0.971,0.26,1,0,52.8,NN,0.030006576,1,6.345687495,1.591063224,9.645752572,329.2080463,0.496284585,6
0,credit_one_hot,VAE,1000,6,5000,100,56,[1],1,0.957,0.536,1,0,74.4,NN,0.020179212,1,4.986044652,1.203637706,5.30957216,124.2684919,0.432233602,6
0,credit_one_hot,VAE,1000,6,5000,100,57,[1],0,0.968,0.189,1,0,48.8,NN,0.329054892,1,5.785902519,1.367048013,11.17395248,345.0581086,0.47662525,6
0,credit_one_hot,VAE,1000,6,5000,100,58,[1],1,0.963,0.021,1,0,49.8,NN,0.217824399,2,6.090543111,1.412478303,12.35166972,331.064819,0.492498835,6
0,credit_one_hot,VAE,1000,6,5000,100,59,[0],0,0.959,0.002,1,0,176.8,NN,0.073651716,2,7.514058788,1.833509974,9.915084043,240.8164649,0.46683321,6
0,credit_one_hot,VAE,1000,6,5000,100,60,[0],1,0.969,0.014,1,0,107.5,NN,0.069119669,1,6.263771893,1.501137274,8.545575069,277.0869043,0.479925744,6
0,credit_one_hot,VAE,1000,6,5000,100,61,[1],1,0.939,0.005,1,0,118.5,NN,0.001001954,1,3.925095296,0.984550013,3.60863186,58.86060565,0.386858645,6
0,credit_one_hot,VAE,1000,6,5000,100,62,[1],1,0.959,0.013,1,0,102.1,NN,0.088126779,1,7.85224128,1.773213166,13.52141262,330.4851365,0.487653424,6
0,credit_one_hot,VAE,1000,6,5000,100,63,[1],0,0.967,0.07,1,0,80.7,NN,0.385195494,1,5.584678596,1.306307996,10.18685354,309.6871406,0.4697245,6
0,credit_one_hot,VAE,1000,6,5000,100,64,[0],0,0.899,0.007,1,0,43.7,NN,0.000847967,3,4.927058294,1.113261888,2.766407304,27.30530906,0.396110799,6
0,credit_one_hot,VAE,1000,6,5000,100,65,[0],1,0.965,0.222,1,0,183.2,NN,0.35061866,1,5.586550205,1.387955164,9.189496601,263.0235295,0.470443604,6
0,credit_one_hot,VAE,1000,6,5000,100,66,[1],1,0.939,0.002,1,0,61.7,NN,0.008546114,0,3.863784026,1.002121281,3.981571505,65.25447261,0.398009156,6
0,credit_one_hot,VAE,1000,6,5000,100,67,[1],1,0.954,0.009,1,0,72.8,NN,0.005454004,1,4.17833438,1.143240143,6.140113401,134.645024,0.432783963,6
0,credit_one_hot,VAE,1000,6,5000,100,68,[1],1,0.942,0,1,0,91.9,NN,0.034214139,1,4.645400718,1.144236284,5.15751584,89.64445204,0.42025703,6
0,credit_one_hot,VAE,1000,6,5000,100,69,[0],0,0.955,0.044,1,0,132.4,NN,0.332843691,1,5.491028641,1.285555947,6.514779075,146.1563219,0.43467284,6
0,credit_one_hot,VAE,1000,6,5000,100,70,[1],1,0.948,0.333,1,0,53.2,NN,0.017047584,2,6.596944956,1.50072481,13.92162804,266.4006502,0.481977474,6
0,credit_one_hot,VAE,1000,6,5000,100,71,[1],1,0.943,0.005,1,0,118.5,NN,0.438184917,1,4.256958402,1.100990814,7.372668755,130.2279624,0.426778095,6
0,credit_one_hot,VAE,1000,6,5000,100,72,[0],0,0.973,0.036,1,0,87.1,NN,2.0284E-07,3,5.04090637,1.25854315,2.710203029,100.2610068,0.419448141,6
0,credit_one_hot,VAE,1000,6,5000,100,73,[1],1,0.949,0.006,1,0,119.4,NN,0.05625689,0,4.456564224,1.121706357,5.869700253,115.6175339,0.39853075,6
0,credit_one_hot,VAE,1000,6,5000,100,74,[1],0,0.958,0.032,1,0,79.7,NN,0.011066496,1,4.381568615,1.07568961,7.225004757,172.0892354,0.443241629,6
0,credit_one_hot,VAE,1000,6,5000,100,75,[1],1,0.969,0.063,1,0,51.4,NN,0.070941985,1,6.289160323,1.547454986,9.109896316,294.0446399,0.480500862,6
0,credit_one_hot,VAE,1000,6,5000,100,76,[0],0,0.952,0.017,1,0,72.7,NN,0.157055706,3,7.678591939,1.759911609,11.07465453,229.8549717,0.468355119,6
0,credit_one_hot,VAE,1000,6,5000,100,77,[0],0,0.94,0,1,0,74.1,NN,0.07614442,2,6.123804139,1.415316708,4.156261353,68.79475729,0.428062354,6
0,credit_one_hot,VAE,1000,6,5000,100,78,[0],0,0.967,0.004,1,0,58.9,NN,0.158207864,2,6.669511634,1.770914573,8.450398682,255.8257709,0.477724892,6
0,credit_one_hot,VAE,1000,6,5000,100,79,[1],1,0.963,0.203,1,0,35.1,NN,0.065414548,1,5.6673555,1.423785844,9.149868444,244.5039939,0.471234311,6
0,credit_one_hot,VAE,1000,6,5000,100,80,[0],0,0.972,0.138,1,0,68.7,NN,3.75173E-05,2,5.506529568,1.449324904,3.846579753,139.8157763,0.437791536,6
0,credit_one_hot,VAE,1000,6,5000,100,81,[0],0,0.968,0,1,0,40.3,NN,0.039523076,2,6.284988184,1.59149952,9.422217902,295.0174625,0.47918995,6
0,credit_one_hot,VAE,1000,6,5000,100,82,[1],1,0.956,0.017,1,0,59.9,NN,0.070596159,1,5.079576019,1.223652184,8.779514333,201.4564365,0.44511269,6
0,credit_one_hot,VAE,1000,6,5000,100,83,[1],1,0.962,0.011,1,0,97.8,NN,0.033147812,1,7.42183198,1.597252695,12.10740589,316.4981864,0.470990446,6
0,credit_one_hot,VAE,1000,6,5000,100,84,[1],1,0.953,0,1,0,69.9,NN,0.003205061,1,5.301781782,1.190424076,9.004791924,193.6450685,0.431962106,6
0,credit_one_hot,VAE,1000,6,5000,100,85,[0],0,0.965,0.022,1,0,64.7,NN,0.218523145,2,6.705573726,1.783729602,10.99074081,314.0580434,0.497033317,6
0,credit_one_hot,VAE,1000,6,5000,100,86,[1],1,0.963,0.003,1,0,52.7,NN,0.359933317,1,5.667584785,1.387066369,8.713657289,235.1724811,0.468134248,6
0,credit_one_hot,VAE,1000,6,5000,100,87,[0],0,0.972,0.437,1,0,51.5,NN,0.022919942,2,5.812435658,1.512587073,9.062022677,319.4353822,0.475707464,6
0,credit_one_hot,VAE,1000,6,5000,100,88,[1],1,0.961,0.056,1,0,27.5,NN,0.442152917,2,5.350774355,1.423728961,10.24297154,264.4228571,0.46981514,6
0,credit_one_hot,VAE,1000,6,5000,100,89,[1],1,0.966,0.437,1,0,52.1,NN,0.050180316,1,5.996780645,1.387223799,9.6099951,283.6482047,0.476601406,6
0,credit_one_hot,VAE,1000,6,5000,100,90,[1],1,0.961,0.06,1,0,22.9,NN,0.012657821,1,5.823503898,1.345275976,8.181774368,211.3515169,0.473537124,6
0,credit_one_hot,VAE,1000,6,5000,100,91,[1],1,0.957,0.001,1,0,51.3,NN,0.058809698,1,5.328082849,1.293731281,6.342125033,148.273789,0.448820124,6
0,credit_one_hot,VAE,1000,6,5000,100,92,[1],0,0.964,0.31,1,0,51.1,NN,0.166151822,3,6.915876304,1.852403235,10.15010198,285.8927678,0.472715574,6
0,credit_one_hot,VAE,1000,6,5000,100,93,[1],1,0.972,0.363,1,0,71.8,NN,0.145410895,1,6.280308781,1.572907873,7.838500499,278.9162519,0.483920763,6
0,credit_one_hot,VAE,1000,6,5000,100,94,[0],0,0.949,0,1,0,69.5,NN,0.006275707,2,6.808420408,1.770393555,6.279015312,123.0161941,0.435229843,6
0,credit_one_hot,VAE,1000,6,5000,100,95,[1],1,0.962,0.032,1,0,48.9,NN,0.029616654,1,5.628090459,1.375598838,9.121130859,240.3307741,0.469853738,6
0,credit_one_hot,VAE,1000,6,5000,100,96,[1],1,0.963,0.352,1,0,32.1,NN,0.14117527,3,6.859634936,1.773998358,8.170982896,217.9310461,0.460577992,6
0,credit_one_hot,VAE,1000,6,5000,100,97,[0],0,0.958,0.483,1,0,54.5,NN,0.019118035,1,4.57316325,1.067277835,8.308028053,196.890525,0.444912651,6
0,credit_one_hot,VAE,1000,6,5000,100,98,[0],1,0.967,0.389,1,0,52.5,NN,0.139623627,1,6.209310257,1.546022629,10.86866099,329.2974816,0.477226246,6
0,credit_one_hot,VAE,1000,6,5000,100,99,[1],1,0.97,0.175,1,0,48.5,NN,0.14655453,1,5.531492451,1.58018124,8.614020139,283.6209703,0.483233456,6
0,credit_one_hot,VAE,1000,6,5000,100,0,[0],1,0.833,0.331,1,0,41.9,RF,0.25,1,8.660198912,2.403202991,67.61183455,405.2550104,0.568366418,6
0,credit_one_hot,VAE,1000,6,5000,100,1,[1],1,0.845,0,1,0,39.7,RF,0.18,1,9.363298974,2.46659231,67.21356674,433.4002073,0.564639077,6
0,credit_one_hot,VAE,1000,6,5000,100,2,[0],0,0.715,0.003,1,0,29.8,RF,0.08,2,4.876085082,1.176610561,7.037327595,24.69654277,0.360290518,6
0,credit_one_hot,VAE,1000,6,5000,100,3,[1],1,0.822,0.153,1,0,41.3,RF,0.02,1,9.98718352,2.632027739,74.00439994,416.0158434,0.559397367,6
0,credit_one_hot,VAE,1000,6,5000,100,4,[1],1,0.839,0.228,1,0,43.9,RF,0.08,1,9.741513779,2.79330767,71.32946936,443.9949593,0.573976699,6
0,credit_one_hot,VAE,1000,6,5000,100,5,[1],1,0.808,0.008,1,0,33.9,RF,0.14,1,7.065718649,1.875353312,54.36431661,283.6090894,0.533276381,6
0,credit_one_hot,VAE,1000,6,5000,100,6,[1],1,0.818,0.032,1,0,60.4,RF,0.23,1,7.132080612,1.748712809,70.44128378,387.4790117,0.558210817,6
0,credit_one_hot,VAE,1000,6,5000,100,7,[0],0,0.843,0.433,1,0,44.4,RF,0.01,2,9.743370846,2.594788686,62.55304477,399.2628029,0.558321456,6
0,credit_one_hot,VAE,1000,6,5000,100,8,[0],1,0.841,0.149,1,0,30.3,RF,0.43,1,8.713114202,2.385106144,65.36869577,410.1459117,0.565045421,6
0,credit_one_hot,VAE,1000,6,5000,100,9,[1],1,0.793,0.004,1,0,65.5,RF,0.08,1,5.614330298,1.498952051,40.17418047,194.280793,0.49376765,6
0,credit_one_hot,VAE,1000,6,5000,100,10,[0],0,0.81,0.069,1,0,86,RF,0.12,3,4.626017636,1.626997172,29.50848621,155.4210837,0.494988863,6
0,credit_one_hot,VAE,1000,6,5000,100,11,[1],1,0.796,0.037,1,0,90.9,RF,0.25,1,6.253954096,1.595813092,42.75293579,209.9526048,0.50403299,6
0,credit_one_hot,VAE,1000,6,5000,100,12,[1],1,0.805,0.003,1,0,63.2,RF,0.02,1,7.460809342,1.831808801,57.05496988,292.0579488,0.529917037,6
0,credit_one_hot,VAE,1000,6,5000,100,13,[0],0,0.858,0.08,1,0,68.5,RF,0.46,2,8.173311016,2.240159082,51.33727333,361.8613014,0.540357349,6
0,credit_one_hot,VAE,1000,6,5000,100,14,[1],1,0.789,0,1,0,349.6,RF,0.02,1,6.43488898,1.665274813,43.7308617,207.0153323,0.501604392,6
0,credit_one_hot,VAE,1000,6,5000,100,15,[0],0,0.835,0.036,1,0,151.5,RF,0.28,2,6.013447106,1.765877145,30.99161074,187.8582411,0.491752918,6
0,credit_one_hot,VAE,1000,6,5000,100,16,[0],0,0.824,0.147,1,0,102.8,RF,0.06,2,9.115741132,2.496339785,54.84373935,311.5483226,0.535338229,6
0,credit_one_hot,VAE,1000,6,5000,100,17,[1],1,0.806,0.004,1,0,92.1,RF,0.17,1,5.506748095,1.459089443,37.55307244,193.2349978,0.49275504,6
0,credit_one_hot,VAE,1000,6,5000,100,18,[0],1,0.843,0.008,1,0,116,RF,0.45,2,6.058636963,1.467650163,41.04381445,260.9789924,0.523496981,6
0,credit_one_hot,VAE,1000,6,5000,100,19,[1],1,0.777,0.02,1,0,50.7,RF,0.03,1,5.554964941,1.439480163,37.91535294,170.3729718,0.48841738,6
0,credit_one_hot,VAE,1000,6,5000,100,20,[0],0,0.788,0.018,1,0,92.9,RF,0.17,2,7.22949273,1.937170753,25.73043659,121.2847336,0.46704304,6
0,credit_one_hot,VAE,1000,6,5000,100,21,[0],0,0.838,0.181,1,0,92.1,RF,0.16,2,10.20274522,2.980121106,75.53632953,465.5455378,0.576907918,6
0,credit_one_hot,VAE,1000,6,5000,100,22,[1],1,0.842,0.219,1,0,96.6,RF,0.21,1,9.435017211,2.613102927,71.76347204,454.4930175,0.568078081,6
0,credit_one_hot,VAE,1000,6,5000,100,23,[1],0,0.79,0.009,1,0,79,RF,0.09,1,7.185520126,1.776880839,46.91849039,223.0327649,0.524461763,6
0,credit_one_hot,VAE,1000,6,5000,100,24,[0],0,0.851,0.033,1,0,43.4,RF,0.18,2,8.85773073,2.345833882,61.09808257,409.8948981,0.550432757,6
0,credit_one_hot,VAE,1000,6,5000,100,25,[0],0,0.834,0.257,1,0,81,RF,0.28,1,10.11696481,2.716417283,78.39177407,470.8690531,0.572277103,6
0,credit_one_hot,VAE,1000,6,5000,100,26,[1],1,0.828,0.06,1,0,85.2,RF,0.13,1,8.92846532,2.451514958,63.92658216,371.2244694,0.562348498,6
